lat,lon
40.23058701,139.96040344
40.22932053,139.94548035
40.23697281,139.95497131
40.22035599,139.96791077
40.22860718,139.95820618
40.23307419,139.97015381
40.23415756,139.96520996
40.22766876,139.94511414
40.22294998,139.95460510
40.22414780,139.95022583
40.22814941,139.96119690
40.22426224,139.97760010
40.23408890,139.96488953
40.22890854,139.94947815
40.23533630,139.94790649
40.22474289,139.96131897
40.22916794,139.96742249
40.22625732,139.96653748
40.23186493,139.93554688
40.23416901,139.96469116
40.23201370,139.94410706
40.22414017,139.95616150
40.23128128,139.95220947
40.23395920,139.96183777
40.23277664,139.95599365
40.22506714,139.96505737
40.22974014,139.94137573
40.22013092,139.96086121
40.22670746,139.94209290
40.23328018,139.96925354
40.23529434,139.94857788
40.23299408,139.95246887
40.22502899,139.96217346
40.22327042,139.94354248
40.22751617,139.96470642
40.22302246,139.95536804
40.22866058,139.93095398
40.23149872,139.96258545
40.23000717,139.94396973
40.23423004,139.96498108
40.23797989,139.94662476
40.23592377,139.95027161
40.23182297,139.96726990
40.22742462,139.94683838
40.22885895,139.93859863
40.22442627,139.95439148
40.22886276,139.94644165
40.23252487,139.95246887
40.23288727,139.94873047
40.22670746,139.97460938
40.22780228,139.94351196
40.23989487,139.95295715
40.23725510,139.96362305
40.23092651,139.93446350
40.22409439,139.95986938
40.23039627,139.94421387
40.22727966,139.94247437
40.22320557,139.95103455
40.23484421,139.95748901
40.22625351,139.95088196
40.22798157,139.95295715
40.23582458,139.95312500
40.23289108,139.93798828
40.22423935,139.95979309
40.22757339,139.98173523
40.23123169,139.95428467
40.22865295,139.95460510
40.23590851,139.96418762
40.22801971,139.95019531
40.22468567,139.96833801
40.22874451,139.95320129
40.23576355,139.94003296
40.22784805,139.94989014
40.22672653,139.95622253
40.21725082,139.96327209
40.22311020,139.94355774
40.23455048,139.94674683
40.22864532,139.98147583
40.23224640,139.96678162
40.23014069,139.95289612
40.22029495,139.96302795
40.22751999,139.93984985
40.23217010,139.96693420
40.24237061,139.95845032
40.22988129,139.96978760
40.23625565,139.97918701
40.23329163,139.94462585
40.22300339,139.94752502
40.22066879,139.96954346
40.22630692,139.95758057
40.23148346,139.94520569
40.22552490,139.95805359
40.22820663,139.96432495
40.23022842,139.94491577
40.22687149,139.95426941
40.22075272,139.93734741
40.22124100,139.96380615
40.21857452,139.96255493
40.23270798,139.93424988
40.22421265,139.93515015
40.22465897,139.96795654
40.23432922,139.96058655
40.24460220,139.95945740
40.22801971,139.93902588
40.23008728,139.95278931
40.22982025,139.93449402
40.23063660,139.95555115
40.23188400,139.94058228
40.23406219,139.95855713
40.22251892,139.98341370
40.23905182,139.98916626
40.23101807,139.95117188
40.22327423,139.94331360
40.23706818,139.96302795
40.22665787,139.96783447
40.22919083,139.94346619
40.23697662,139.96531677
40.22810364,139.96403503
40.23155594,139.94474792
40.22472763,139.96817017
40.22891617,139.95693970
40.23657608,139.94360352
40.23028946,139.95520020
40.22645950,139.95167542
40.23397064,139.96841431
40.22589874,139.94656372
40.24011612,139.96339417
40.22543335,139.94451904
40.23016357,139.98002625
40.22509384,139.95509338
40.22270966,139.96620178
40.21664047,139.97309875
40.21980667,139.95202637
40.23287582,139.96983337
40.22573090,139.95967102
40.23610306,139.97212219
40.22961044,139.94857788
40.23933792,139.96362305
40.23486710,139.95971680
40.22538757,139.93492126
40.23005295,139.95341492
40.23066711,139.95089722
40.22452927,139.96134949
40.23270798,139.95285034
40.23426819,139.96269226
40.22074890,139.95568848
40.23297501,139.96241760
40.24409866,139.97813416
40.22968674,139.94015503
40.22732544,139.94500732
40.22987747,139.95970154
40.23129654,139.94947815
40.22410965,139.96363831
40.22464371,139.94705200
40.23389053,139.94804382
40.23251724,139.95379639
40.23599243,139.95358276
40.23869705,139.97219849
40.22815323,139.95603943
40.22956848,139.95593262
40.23545837,139.95965576
40.22232056,139.96130371
40.22605896,139.95329285
40.22728348,139.95657349
40.23048019,139.95141602
40.22637558,139.92962646
40.23917389,139.97438049
40.22920990,139.94381714
40.23283386,139.96282959
40.23421097,139.95953369
40.23078156,139.96978760
40.22665024,139.94013977
40.22809219,139.95968628
40.24299622,139.97189331
40.23350525,139.95314026
40.22790909,139.94841003
40.23016357,139.96347046
40.23415375,139.96583557
40.22983932,139.94058228
40.21475601,139.98274231
40.23161316,139.94030762
40.23025131,139.96545410
40.22694397,139.93727112
40.22511292,139.97235107
40.22887039,139.94343567
40.22689819,139.93693542
40.22682953,139.96577454
40.23415375,139.97528076
40.23389816,139.94181824
40.23041153,139.92575073
40.21704102,139.97053528
40.23884583,139.96630859
40.24012756,139.97174072
40.22596741,139.95166016
40.24071121,139.95188904
40.23104858,139.94772339
40.23482513,139.96194458
40.23078156,139.96502686
40.22674179,139.97215271
40.22618103,139.95794678
40.23221207,139.94386292
40.22511292,139.94387817
40.22488403,139.95060730
40.21873093,139.97627258
40.24409485,139.96093750
40.23034668,139.93338013
40.22821045,139.94303894
40.23220444,139.96488953
40.22829819,139.93853760
40.22050858,139.97164917
40.22969818,139.97590637
40.22647858,139.96147156
40.22748184,139.95063782
40.22679138,139.96334839
40.22813797,139.95666504
40.22861481,139.94656372
40.22243118,139.96337891
40.23209763,139.95544434
40.23223495,139.93911743
40.22928238,139.93067932
40.22373962,139.96240234
40.23044968,139.94964600
40.22915268,139.93835449
40.22608948,139.95378113
40.23958588,139.97155762
40.22878265,139.93302917
40.20415878,139.96485901
40.22894669,139.95188904
40.23750687,139.97839355
40.23368073,139.95491028
40.22879791,139.94845581
40.22653198,139.96414185
40.23274231,139.95764160
40.23147583,139.93971252
40.23991776,139.95570374
40.23151016,139.97695923
40.23309708,139.94834900
40.23708344,139.96559143
40.22298431,139.96229553
40.22775650,139.95700073
40.23921204,139.97576904
40.23553085,139.95433044
40.23721313,139.95896912
40.22224045,139.94905090
40.23684692,139.96537781
40.22876740,139.95915222
40.23703003,139.96562195
40.22257233,139.95739746
40.22509003,139.96809387
40.22162247,139.98025513
40.23136520,139.95738220
40.22844696,139.96817017
40.23620224,139.95935059
40.22836685,139.96992493
40.23274231,139.95298767
40.22565079,139.94712830
40.23562622,139.95727539
40.22336197,139.95266724
40.22682953,139.97904968
40.22278595,139.96127319
40.21260452,139.97111511
40.22991180,139.93562317
40.23068619,139.94911194
40.22859573,139.94445801
40.24150085,139.95491028
40.22695923,139.94261169
40.22640991,139.94992065
40.22843933,139.93974304
40.22358704,139.96429443
40.23712540,139.93891907
40.23644638,139.95376587
40.22803497,139.94575500
40.22784805,139.95726013
40.22751236,139.95812988
40.23217773,139.97036743
40.22397232,139.97964478
40.22758865,139.97323608
40.23219681,139.95867920
40.22528458,139.94345093
40.21944427,139.99023438
40.23398209,139.95375061
40.22637939,139.94487000
40.23657990,139.95425415
40.23310471,139.95610046
40.23708344,139.94866943
40.22689819,139.96784973
40.22847366,139.95318604
40.21318436,139.97808838
40.23649979,139.97987366
40.23558426,139.93997192
40.23048019,139.96650696
40.22951889,139.96133423
40.22447586,139.96415710
40.22585678,139.96684265
40.22919846,139.94631958
40.24195099,139.95484924
40.23238754,139.94514465
40.23459625,139.97253418
40.24335098,139.96421814
40.22933578,139.96653748
40.22951508,139.93395996
40.23896027,139.95779419
40.22420120,139.95738220
40.22690964,139.95167542
40.21663666,139.98345947
40.22196579,139.98077393
40.23868561,139.95210266
40.23323059,139.96859741
40.22678757,139.96331787
40.22769165,139.96252441
40.24371338,139.96325684
40.23721695,139.94743347
40.23690796,139.95669556
40.21975708,139.97863770
40.24092865,139.97296143
40.22792816,139.93698120
40.23838043,139.98515320
40.23392868,139.95098877
40.23313141,139.95202637
40.23716736,139.98811340
40.21260071,139.97084045
40.22770691,139.93807983
40.23194122,139.94804382
40.22613525,139.94619751
40.23223495,139.95718384
40.22823715,139.95265198
40.23041153,139.95628357
40.23632050,139.96484375
40.21260452,140.00077820
40.22626114,139.95809937
40.23418427,139.94131470
40.22506714,139.94488525
40.22472000,139.96018982
40.23509979,139.97485352
40.23405075,139.96824646
40.23373795,139.95297241
40.22674561,139.97866821
40.23418045,139.96363831
40.23314285,139.95649719
40.22626495,139.94715881
40.23017120,139.94059753
40.23134232,139.94676208
40.22901154,139.95567322
40.24530029,139.96188354
40.23006439,139.98365784
40.22883606,139.94468689
40.22214890,139.94335938
40.22483444,139.94659424
40.22367096,139.95648193
40.23950958,139.97189331
40.22754669,139.94186401
40.23817825,139.97688293
40.23134613,139.96464539
40.22888947,139.94664001
40.21068954,139.96455383
40.22927856,139.94914246
40.22848892,139.93986511
40.23043442,139.95281982
40.23407745,139.93600464
40.23358154,139.95892334
40.23199081,139.94812012
40.23586273,139.95684814
40.23401642,139.97296143
40.21979523,139.95486450
40.23759460,139.94454956
40.22750854,139.98948669
40.23041916,139.94842529
40.22853851,139.95034790
40.23305893,139.96940613
40.22238922,139.95579529
40.24021530,139.95713806
40.24432755,139.95320129
40.23098373,139.95947266
40.21957016,139.96531677
40.22969818,139.95175171
40.24088669,139.95321655
40.22808456,139.95530701
40.23600388,139.96136475
40.23066330,139.96383667
40.22708893,139.96023560
40.22374344,139.95915222
40.21883392,139.95372009
40.23329544,139.95486450
40.22275162,139.95387268
40.22217178,139.94398499
40.22825623,139.96383667
40.22361374,139.95510864
40.24120712,139.95236206
40.23259354,139.94226074
40.23857498,139.97776794
40.22778702,139.94729614
40.23186493,139.95109558
40.23722076,139.97409058
40.23292923,139.96502686
40.22925186,139.93899536
40.22058105,139.95967102
40.22739410,139.94932556
40.21690750,139.97099304
40.22559357,139.95722961
40.22518539,139.96224976
40.22738266,139.94923401
40.22769928,139.94892883
40.23124695,139.94903564
40.22688675,139.95243835
40.22340012,139.94967651
40.23974228,139.96626282
40.22087097,139.95840454
40.22455215,139.98127747
40.22656250,139.94723511
40.21435165,139.97450256
40.23370361,139.94438171
40.23582077,139.95480347
40.22505188,139.94543457
40.21927261,139.95944214
40.23560333,139.94686890
40.22942734,139.96060181
40.23093033,139.94931030
40.22776031,139.94955444
40.22920990,139.94831848
40.21697998,139.96665955
40.22726440,139.93412781
40.22645950,139.95523071
40.22459793,139.97589111
40.24393082,139.97175598
40.23176956,139.95565796
40.22803116,139.94895935
40.23504257,139.96049500
40.23544693,139.94889832
40.23267746,139.95684814
40.23706436,139.95587158
40.23942566,139.98068237
40.22488785,139.95307922
40.23247528,139.93777466
40.22417831,139.96115112
40.23759842,139.96510315
40.22839737,139.96342468
40.24338150,139.95613098
40.22652054,139.92913818
40.22609329,139.94091797
40.23567963,139.94102478
40.22325134,139.95159912
40.22741318,139.92396545
40.22517776,139.93905640
40.22983170,139.94471741
40.23084641,139.95260620
40.23632050,139.95985413
40.23210526,139.94491577
40.22990417,139.93466187
40.23422241,139.96409607
40.23235703,139.95494080
40.22781754,139.96546936
40.23368835,139.95924377
40.24003220,139.96488953
40.22653198,139.95745850
40.21713638,139.98692322
40.23220444,139.97146606
40.24366379,139.95922852
40.22399902,139.94020081
40.22555161,139.97438049
40.22278214,139.97583008
40.22211838,139.96316528
40.22891617,139.95018005
40.21958923,139.96571350
40.23025513,139.94084167
40.23658752,139.94860840
40.22804642,139.94549561
40.21883392,139.97254944
40.23506165,139.99288940
40.24230576,139.96940613
40.23950577,139.95658875
40.22382355,139.96630859
40.22635269,139.95727539
40.22571182,139.94763184
40.23650742,139.95094299
40.22521210,139.95684814
40.23057556,139.94717407
40.23143768,139.95954895
40.22532654,139.94873047
40.22040176,139.97134399
40.23031616,139.95790100
40.22687149,139.95391846
40.22851562,139.96089172
40.22438049,139.94923401
40.22750854,139.97238159
40.22644806,139.98016357
40.23664856,139.95951843
40.22682190,139.95056152
40.22636032,139.95025635
40.22739410,139.95082092
40.23740768,139.94935608
40.22497177,139.96156311
40.23646927,139.96057129
40.23146439,139.96025085
40.23057556,139.95626831
40.22271729,139.95208740
40.23744583,139.96438599
40.23636246,139.95390320
40.23275375,139.97120667
40.22824478,139.95181274
40.23511505,139.94749451
40.23305130,139.94602966
40.23822021,139.94450378
40.23532867,139.94625854
40.22964478,139.95024109
40.22149658,139.97778320
40.22887802,139.96112061
40.22718430,139.95928955
40.23540878,139.94641113
40.22768784,139.94996643
40.21961975,139.96276855
40.23155212,139.94229126
40.22636032,139.95446777
40.22658157,139.94766235
40.23171234,139.95364380
40.23566818,139.95481873
40.23046875,139.96276855
40.24066162,139.95549011
40.22595596,139.95080566
40.22382736,139.92405701
40.22424698,139.97479248
40.22987366,139.95120239
40.22662735,139.95881653
40.22930908,139.95687866
40.23758316,139.97198486
40.21624756,139.97319031
40.23129654,139.94291687
40.23722076,139.95509338
40.22929001,139.94519043
40.22618484,139.93920898
40.22985077,139.94709778
40.23453903,139.95277405
40.23390579,139.95565796
40.23225784,139.95372009
40.22295761,139.96305847
40.23285294,139.94920349
40.23217010,139.96849060
40.22899246,139.93875122
40.24178314,139.95240784
40.22465134,139.94126892
40.23873520,139.97605896
40.23859406,139.96249390
40.23382568,139.95355225
40.22633362,139.93666077
40.22910309,139.94195557
40.24086380,139.96945190
40.23083115,139.97135925
40.23693085,139.95252991
40.23807526,139.95283508
40.23339844,139.94129944
40.21078110,139.95494080
40.22375870,139.95710754
40.22505569,139.94692993
40.22755432,139.94100952
40.22579575,139.96679688
40.22803879,139.93559265
40.23032379,139.97058105
40.22062683,139.95132446
40.22634506,139.95968628
40.23117828,139.94883728
40.22978210,139.95173645
40.22639084,139.93894958
40.22086334,139.96572876
40.22888565,139.96795654
40.23710632,139.94941711
40.23109055,139.95613098
40.23645020,139.95666504
40.22625351,139.95245361
40.22574997,139.95248413
40.23606873,139.96478271
40.22272873,139.94834900
40.23608017,139.95779419
40.23197556,139.94543457
40.23156357,139.94953918
40.23075104,139.94207764
40.23099136,139.95318604
40.23670959,139.95494080
40.22179413,139.94740295
40.23401260,139.96357727
40.23161697,139.96472168
40.22671509,139.98318481
40.22121048,139.96919250
40.22963333,139.91781616
40.23278046,139.95597839
40.23300552,139.96961975
40.23172379,139.96759033
40.23110580,139.94827271
40.22553253,139.94447327
40.22935104,139.94978333
40.23354340,139.95796204
40.24035263,139.95127869
40.21835327,139.96704102
40.22207260,139.96696472
40.23117447,139.96350098
40.22802734,139.93731689
40.23091125,139.95234680
40.23934937,139.97132874
40.21900177,139.96905518
40.23109055,139.94923401
40.22052765,139.96467590
40.23929977,139.95730591
40.23490906,139.93583679
